tweet_id,favorites,retweets,user_followers_cnt,user_favourites_cnt,date_timestamp
793195938047070209,16789,6378,6430887,132887,2016-10-31 21:00:23
793180763617361921,7599,2250,6430887,132887,2016-10-31 20:00:05
793165685325201412,10342,3160,6430887,132887,2016-10-31 19:00:10
793150605191548928,6785,1940,6430888,132887,2016-10-31 18:00:14
793135492858580992,7097,2821,6430888,132887,2016-10-31 17:00:11
793120401413079041,13955,4431,6430888,132887,2016-10-31 16:00:13
792913359805018113,15791,4575,6430889,132887,2016-10-31 02:17:31
792883833364439040,12443,4852,6430890,132887,2016-10-31 00:20:11
792773781206999040,8071,1916,6430890,132887,2016-10-30 17:02:53
792394556390137856,14855,4875,6430890,132887,2016-10-29 15:55:58
792050063153438720,7901,2036,6430890,132887,2016-10-28 17:07:05
791821351946420224,0,23888,6430890,132887,2016-10-28 01:58:16
791784077045166082,0,10980,6430890,132887,2016-10-27 23:30:09
791780927877898241,0,4318,6430890,132887,2016-10-27 23:17:38
791774931465953280,49562,25245,6430890,132887,2016-10-27 22:53:48
791672322847637504,12921,3562,6430890,132887,2016-10-27 16:06:04
791406955684368384,14431,4668,6430891,132887,2016-10-26 22:31:36
791312159183634433,9669,2885,6430891,132887,2016-10-26 16:14:55
791026214425268224,0,4689,6430891,132887,2016-10-25 21:18:40
790987426131050500,10898,2420,6430891,132887,2016-10-25 18:44:32
790946055508652032,18267,5341,6430892,132887,2016-10-25 16:00:09
790723298204217344,0,2634,6430892,132887,2016-10-25 01:14:59
790698755171364864,9022,2159,6430892,132887,2016-10-24 23:37:28
790581949425475584,22735,8132,6430892,132887,2016-10-24 15:53:19
790337589677002753,8606,2120,6430892,132887,2016-10-23 23:42:19
790277117346975746,13809,3649,6430892,132887,2016-10-23 19:42:02
790227638568808452,0,4071,6430893,132887,2016-10-23 16:25:25
789986466051088384,10199,2634,6430893,132887,2016-10-23 00:27:05
789960241177853952,0,4722,6430893,132887,2016-10-22 22:42:52
789903600034189313,11423,4699,6430893,132887,2016-10-22 18:57:48
789628658055020548,8292,2020,6430893,132887,2016-10-22 00:45:17
789599242079838210,7474,2194,6430893,132887,2016-10-21 22:48:24
789530877013393408,12929,3829,6430893,132887,2016-10-21 18:16:44
789314372632018944,9471,2610,6430893,132887,2016-10-21 03:56:25
789280767834746880,0,5608,6430893,132887,2016-10-21 01:42:53
789268448748703744,10034,2943,6430893,132887,2016-10-21 00:53:56
789137962068021249,10677,3167,6430893,132887,2016-10-20 16:15:26
788908386943430656,30101,14082,6430893,132887,2016-10-20 01:03:11
788765914992902144,30167,11703,6430893,132887,2016-10-19 15:37:03
788552643979468800,0,8207,6430893,132887,2016-10-19 01:29:35
788412144018661376,17154,6025,6430893,132887,2016-10-18 16:11:17
788178268662984705,7961,2418,6430893,132887,2016-10-18 00:41:57
788150585577050112,6760,1478,6430894,132887,2016-10-17 22:51:57
788070120937619456,0,3865,6430894,132887,2016-10-17 17:32:13
788039637453406209,6743,1495,6430894,132887,2016-10-17 15:31:05
787810552592695296,9540,3461,6430894,132887,2016-10-17 00:20:47
787717603741622272,11219,3160,6430894,132887,2016-10-16 18:11:26
787397959788929025,11912,3213,6430886,132888,2016-10-15 21:01:17
787322443945877504,8574,1983,6430894,132887,2016-10-15 16:01:13
787111942498508800,0,7598,6430894,132887,2016-10-15 02:04:45
786963064373534720,29187,9096,6430894,132887,2016-10-14 16:13:10
786729988674449408,0,2746,6430894,132887,2016-10-14 00:47:00
786709082849828864,19962,6897,6430894,132887,2016-10-13 23:23:56
786664955043049472,11743,2917,6430886,132888,2016-10-13 20:28:35
786595970293370880,10336,3515,6430894,132887,2016-10-13 15:54:28
786363235746385920,11976,3970,6430894,132887,2016-10-13 00:29:39
786286427768250368,8783,3254,6430894,132887,2016-10-12 19:24:27
786233965241827333,16853,5431,6430894,132887,2016-10-12 15:55:59
786051337297522688,1581,174,6430894,132887,2016-10-12 03:50:17
786036967502913536,0,8004,6430894,132887,2016-10-12 02:53:11
785927819176054784,12487,3575,6430894,132887,2016-10-11 19:39:28
785872687017132033,7342,2069,6430894,132887,2016-10-11 16:00:24
785639753186217984,8573,2505,6430894,132887,2016-10-11 00:34:48
785533386513321988,10016,2279,6430894,132887,2016-10-10 17:32:08
785515384317313025,6697,1435,6430894,132887,2016-10-10 16:20:36
785264754247995392,7994,1856,6430893,132887,2016-10-09 23:44:41
785170936622350336,13291,5514,6430893,132887,2016-10-09 17:31:53
784826020293709826,11143,3642,6430893,132887,2016-10-08 18:41:19
784517518371221505,9853,2874,6430894,132887,2016-10-07 22:15:26
784431430411685888,6233,1448,6430894,132887,2016-10-07 16:33:21
784183165795655680,22114,9146,6430894,132887,2016-10-07 00:06:50
784057939640352768,32863,12658,6430894,132887,2016-10-06 15:49:14
783839966405230592,33046,12276,6430894,132887,2016-10-06 01:23:05
783821107061198850,8078,2221,6430894,132887,2016-10-06 00:08:09
783695101801398276,11453,3643,6430894,132887,2016-10-05 15:47:27
783466772167098368,9297,2551,6430895,132887,2016-10-05 00:40:09
783391753726550016,18557,6249,6430895,132887,2016-10-04 19:42:03
783347506784731136,0,6360,6430895,132887,2016-10-04 16:46:14
783334639985389568,32075,13265,6430895,132887,2016-10-04 15:55:06
783085703974514689,8937,2501,6430895,132887,2016-10-03 23:25:55
782969140009107456,26469,8312,6430895,132887,2016-10-03 15:42:44
